,JPN_UNHEDGED,JPN_HEDGED,AUS_UNHEDGED,AUS_HEDGED,DEU_UNHEDGED,DEU_HEDGED,FRA_UNHEDGED,FRA_HEDGED,CHE_UNHEDGED,CHE_HEDGED,GBR_UNHEDGED,GBR_HEDGED,EQ_UNHEDGED,EQ_HEDGED,RP_UNHEDGED,RP_HEDGED,MV_UNHEDGED,MV_HEDGED
2000-02-29,1.0433470401823433,,0.9511117138910482,,1.10716258901747,,1.0691452340991254,,0.9807728299961529,,0.9975999355009189,,1.0,,1.0,,1.0,
2000-03-31,1.043191346665996,,0.9438939152652419,,1.0832868900624006,,1.0661819665761598,,1.0598535723297602,,1.0641407438643544,,1.0,,1.0,,1.0,
2000-04-30,0.9800221145759263,,0.9227828852040556,,0.9917346912503173,,1.028723581329402,,1.0296194721100715,,0.995072610719967,,1.0,,1.0,,1.0,
2000-05-31,0.9261008007242635,,0.9494996439560685,,1.0126002036333615,,1.0947524670056086,,1.1239667333866448,,1.0043528583488426,,1.0,,1.0,,1.0,
2000-06-30,0.9512935003749503,,0.9900824853312479,,0.9667412873290756,,1.0843872289834644,,1.1351101990363692,,1.0132121943126462,,1.0,,1.0,,1.0,
2000-07-31,0.8669151544523663,,0.9825735318040257,,0.9531642226807988,,1.0690439168432437,,1.1378256645450482,,1.012089817151345,,1.0,,1.0,,1.0,
2000-08-31,0.9138598802842003,,0.933720694186803,,0.9009741729633326,,1.0498817002778225,,1.1434757337687143,,1.0253747440708396,,1.0,,1.0,,1.0,
2000-09-30,0.8750781916177932,,0.8770945260997246,,0.812642331913527,,0.968176974556989,,1.0715822726353843,,0.987254725009842,,1.0,,1.0,,1.0,
2000-10-31,0.8160125022562918,,0.8950102316787548,,0.8177658654774503,,0.9775123530677534,,1.1040123213125872,,0.9866254015027298,,1.0,,1.0,,1.0,
2000-11-30,0.7832704754763812,,0.969836965765255,,0.7763111578518092,,0.9628485014687381,,1.1436455172549433,,0.97599036929856,,1.0,,1.0,,1.0,
2000-12-31,0.7061005589879795,,0.9777143417744479,,0.8025081364495941,,1.0138009122924407,,1.206725084157322,,0.9973691733565596,,1.0,,1.0,,1.0,
2001-01-31,0.7195403915661314,,0.9678279311112432,,0.8256998398132014,,0.998428920811464,,1.1752916676959988,,0.9722067387767487,,1.0,,1.0,,1.0,
2001-02-28,0.657781097550781,,0.9007118414897668,,0.7546086760960126,,0.9099983243173644,,1.1091144786282487,,0.9206035701288389,,1.0,,1.0,,1.0,
2001-03-31,0.6669151121920143,,0.8696681043314753,,0.7138569003495232,,0.8577882131080439,,1.0319586643907182,,0.8767797986717608,,1.0,,1.0,,1.0,
2001-04-30,0.7219819246007635,,0.9376976525837789,,0.7458343751118846,,0.9064859954221695,,1.036372202615485,,0.9220550935899315,,1.0,,1.0,,1.0,
2001-05-31,0.6962759944067355,,0.9586346019853863,,0.715615037636713,,0.8719004087368041,,1.034131503091909,,0.8889823510891735,,1.0,,1.0,,1.0,
2001-06-30,0.6781795436135766,,0.9655299145597903,,0.7172631644586582,,0.846634051709102,,1.0137431196289453,,0.8699502331866649,,1.0,,1.0,,1.0,
2001-07-31,0.637084090580005,,0.9416994882516786,,0.729210260420251,,0.8645687844147849,,0.9977580919916602,,0.8661183442649887,,1.0,,1.0,,1.0,
2001-08-31,0.6037408297238616,,0.9105307540934466,,0.6741424253244003,,0.8173351471261182,,0.9911822251164263,,0.8638811733154756,,1.0,,1.0,,1.0,
2001-09-30,0.5494043011211174,,0.8662006250231926,,0.5822370305927941,,0.7095970792505963,,0.8886985859273631,,0.7787613585061943,,1.0,,1.0,,1.0,
2001-10-31,0.5640538408896689,,0.940965183518366,,0.6032705004586905,,0.7400583203116525,,0.9035184259537735,,0.7960051446222058,,1.0,,1.0,,1.0,
2001-11-30,0.537322506599928,,0.9690174301345428,,0.646608929675913,,0.7681376548011831,,0.9288425787703722,,0.8324337986842679,,1.0,,1.0,,1.0,
2001-12-31,0.5062049849038192,,0.9955309508755478,,0.6553560539060634,,0.7882525489172688,,0.9485392655370187,,0.8293380855960776,,1.0,,1.0,,1.0,
2002-01-31,0.47409813745122564,,1.0144578022201627,,0.6540128389980591,,0.7560332701504047,,0.9132857969152472,,0.8148850670400102,,1.0,,1.0,,1.0,
2002-02-28,0.5038647221376407,,1.0378748688881945,,0.6526454688679185,,0.7578117740780658,,0.9364619860060939,,0.8123340735985045,,1.0,,1.0,,1.0,
2002-03-31,0.53180303763028,,1.0623257532864947,,0.6921829478408739,,0.8058288057033857,,0.994057008659203,,0.8557606612806891,,1.0,,1.0,,1.0,
2002-04-30,0.5616339393164875,,1.0756976656560286,,0.6841416126366423,,0.7973369219592965,,1.0306583467682824,,0.8542152764970163,,1.0,,1.0,,1.0,
2002-05-31,0.5964023161609014,1.0315717736786774,1.1114711846064358,0.9918035654291866,0.6949786500693171,0.9743442732951451,0.8080438215058501,0.9719322561198995,1.06660503466783,1.0089082083543146,0.8582314983234005,0.9792059644005944,1.0,1.0,1.0,1.0,1.0,1.0
2002-06-30,0.5714333559351917,0.9351061533055786,1.0543177498748368,0.9587168662326472,0.67256456690092,0.9067705945279906,0.7718032065096416,0.892281121265878,1.0247975887953884,0.9284827677267132,0.8260412472011998,0.8840242601650808,1.0,1.0,1.0,1.0,1.0,1.0
2002-07-31,0.533501538254027,0.8766589482898539,0.9915506092959404,0.9161589464175519,0.5900366383014284,0.811590062253181,0.6807639411534183,0.8028596105608752,0.8740593268973843,0.8129578848148049,0.7425669807885338,0.7966726872723211,1.0,1.0,1.0,1.0,1.0,1.0
2002-08-31,0.5115141731888074,0.8511434465515231,1.0173012476042045,0.9242309668326794,0.5898315683762159,0.8113359910278967,0.6793502396625588,0.8012200597386636,0.8809140973362927,0.8216786234581022,0.7541503887692329,0.7905405419724777,1.0,1.0,1.0,1.0,1.0,1.0
2002-09-30,0.4892360565833481,0.8292005503528366,0.9836875609262629,0.880530426227915,0.4692584701195438,0.6478340166253967,0.5787485994145665,0.6848929603157932,0.8020507905489462,0.7526929794488272,0.6683768426727735,0.6916814848516242,1.0,1.0,1.0,1.0,1.0,1.0
2002-10-31,0.4679878569216217,0.7731208337990317,1.0157016337059785,0.8847706574299552,0.5285420184109746,0.7188373046811971,0.6558452639479079,0.7646687588372622,0.8418692194045644,0.780176741846874,0.7244479670815807,0.7364423004768998,1.0,1.0,1.0,1.0,1.0,1.0
2002-11-30,0.48272641930908267,0.7954142946720462,1.0120733050410573,0.8733869092608191,0.5529810521832623,0.7416744616407622,0.6985425653733396,0.8033867675609269,0.890204092678505,0.8145905305865522,0.7548947377535195,0.7525390348981005,1.0,1.0,1.0,1.0,1.0,1.0
2002-12-31,0.46888438628780393,0.7472466394252935,1.0385371984165752,0.8565885582968663,0.5208445853453444,0.669329854134855,0.6808979969516541,0.7514185442649897,0.850614553682534,0.7450254944918075,0.7304966683346529,0.7047013541241668,1.0,1.0,1.0,1.0,1.0,1.0
2003-01-31,0.45478096507415733,0.7241551167178282,1.0463299683927867,0.8365938771008276,0.5111907623728705,0.64840033779747,0.6630899829430644,0.7221972759997062,0.8176607487762018,0.7102960887947176,0.6618991188582193,0.634740801904131,1.0,1.0,1.0,1.0,1.0,1.0
2003-02-28,0.4559266066883771,0.7182999434072727,1.000571603488008,0.7842319851683306,0.4846162867874775,0.6156488237305714,0.629063460942781,0.6862023095801065,0.773823892266868,0.6756461653047593,0.6693140187597887,0.6447565692375916,1.0,1.0,1.0,1.0,1.0,1.0
2003-03-31,0.43741558537920955,0.6930873749927497,1.0552947931440015,0.809516176384868,0.4694666897319509,0.5942835877442467,0.6051475142763472,0.6577517231013017,0.7578203966094951,0.6726055750758624,0.6626939936062852,0.634604800533413,1.0,1.0,1.0,1.0,1.0,1.0
2003-04-30,0.4536228101214878,0.7007548239693872,1.1702851514546306,0.8418615485293932,0.5833903665494613,0.7024614188673842,0.7167919761599206,0.7392181001283243,0.8928639047810192,0.7605475825263445,0.7452472765420836,0.686475898678525,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-31,0.4722334044130227,0.7322589069229181,1.209690509176627,0.8393276373428032,0.6027694605411067,0.721103642120906,0.7475756468230338,0.7660271926637585,0.8949926598051477,0.7701890599717768,0.7957383080044818,0.708474356486408,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-30,0.5072756185663065,0.7860305803873842,1.2236126111336165,0.848090385672349,0.6263000729544972,0.7708905925598025,0.7526013796819578,0.794161778018098,0.8987604634236112,0.79983493757568,0.7797318634384313,0.7027897696024603,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-31,0.5281099476080837,0.8152075669889393,1.2499943306465973,0.8706999358844518,0.652391334644465,0.819513676435911,0.7656684726389232,0.8249570814803552,0.9284592981946429,0.840374233347998,0.7938213115170576,0.7195479818215731,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-31,0.581051222712712,0.8664045481398948,1.3084998188091654,0.8886663073793631,0.6656885506814922,0.8303961976094646,0.7997013889330211,0.8557656032065618,0.9527777196209826,0.8609051519857985,0.8152019514837758,0.7203883721783773,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-30,0.624663452389997,0.8861343173783514,1.380680507775657,0.888152702030259,0.6609123745295093,0.7940384346413931,0.7983389800958614,0.8229790922683704,0.975281753948496,0.8501358845193856,0.8361669502621953,0.7012514879903792,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-31,0.6429103663779075,0.9063029105214965,1.4722330503708978,0.9122490301961771,0.7246907187784656,0.8734160795018946,0.8514443488751264,0.880576416632465,1.0089149436860076,0.8883777783781938,0.8807281599458969,0.725388420411905,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-30,0.6260256848851523,0.8671815284063907,1.496456672857264,0.8891033576811106,0.7734295932143211,0.8910963609686511,0.9061584553255013,0.8957648615870666,1.0817151551181337,0.9080154499597731,0.9259961179167624,0.7264919192325655,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-31,0.6616977736981858,0.9015205495847474,1.6186274247509935,0.9135939202471411,0.8222097388586559,0.9255109554356807,0.9619058689861247,0.9289719277182951,1.132892660263226,0.9356086574606006,0.9929399910650833,0.7378693200480104,1.0,1.0,1.0,1.0,1.0,1.0
2004-01-31,0.6626028196886344,0.9033815065578122,1.6185711722126663,0.898464688745394,0.8527634513386079,0.9627161035662304,0.9898468814468241,0.9587795203249483,1.1828589915582446,0.9842656826349935,1.0049624992314343,0.7190851712728004,1.0,1.0,1.0,1.0,1.0,1.0
2004-02-29,0.6723822185269863,0.9288004892969893,1.6074939983695522,0.9156005329690133,0.825110731192005,0.9633540177984697,0.9857876582362495,0.9865735288516145,1.1702040573132944,1.0023326625621698,1.0103195862979144,0.7285400100824281,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-31,0.7439494416558554,1.0170688555397458,1.6324754358883495,0.9270417045405722,0.7820165940503105,0.937306284353982,0.945578116214401,0.9711834413089145,1.1248335108024725,0.9814322944523579,0.9849661446043787,0.7088591555935271,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-30,0.7337820764101802,1.0413124074905378,1.5304846250247293,0.9102949861628356,0.8047466330336759,0.9664643737707358,0.9551487366675327,0.982996828795037,1.1705912980013804,1.0145779478681238,0.9994505148523211,0.7158121584859701,1.0,1.0,1.0,1.0,1.0,1.0
2004-05-31,0.7224816813390857,0.9954841772241304,1.5256895164741364,0.9109453223405127,0.8038941494618285,0.9565401872242001,0.9765701204086518,0.9959901259292467,1.1756386059821158,0.9950489114595741,1.0095574038886441,0.6955389800213558,1.0,1.0,1.0,1.0,1.0,1.0
2004-06-30,0.7559307507000889,1.0391545929209172,1.6249182884305484,0.9304199131079596,0.8350492798391603,0.9873848751639213,1.01180636013047,1.025444004814657,1.1887787454220655,1.0057931645066935,1.032176392674793,0.6951872092068347,1.0,1.0,1.0,1.0,1.0,1.0
2004-07-31,0.7170895841394123,0.9906129270160989,1.6271488342369822,0.9281779981155777,0.8046378269194502,0.9611716695197229,0.9868511162582584,1.0102741888979738,1.1493186098089045,0.9906058709870842,1.0039876402156458,0.6760922995056899,1.0,1.0,1.0,1.0,1.0,1.0
2004-08-31,0.711537640152267,0.9798735349114516,1.6412504389266613,0.9372703198476512,0.7860996663598672,0.9400742378364169,0.9809081051811701,1.005290746861286,1.1294813961620864,0.9788389924767876,1.0048628084288849,0.6781703716730666,1.0,1.0,1.0,1.0,1.0,1.0
2004-09-30,0.7033100459991426,0.9552789272383913,1.7755338175482889,0.962040124936422,0.823542532778365,0.9668118416437631,1.0177542826559631,1.0237621107356518,1.165535253421114,0.991497991723317,1.0387779562734347,0.6873675212940368,1.0,1.0,1.0,1.0,1.0,1.0
2004-10-31,0.7191096307267162,0.9383976891937191,1.9339065337624943,0.9892679521856005,0.8667982885280408,0.983719050984649,1.075620160051402,1.046100613364408,1.2117056312773093,0.9841638085398073,1.0841127648321758,0.6888901899287652,1.0,1.0,1.0,1.0,1.0,1.0
2004-11-30,0.7346047229115822,0.9501971637551168,2.015715783884074,1.0256787264441756,0.9305248949151944,1.0296341281564627,1.126725890363021,1.067721693434895,1.2617738637525864,1.0100589136517633,1.1483035926100718,0.6965430676503761,1.0,1.0,1.0,1.0,1.0,1.0
2004-12-31,0.7732437348642636,0.9961088918128312,2.066997925893049,1.043960939045003,0.935735609379788,1.0626601383314176,1.1281287374984619,1.0973197802921906,1.2745283312562028,1.0555365315417884,1.1514749033371359,0.7092641275610393,1.0,1.0,1.0,1.0,1.0,1.0
2005-01-31,0.7604886831970207,0.9959095211464587,2.1472348337313107,1.0563417641477755,0.9365081579475606,1.0787774870987308,1.1530364861159164,1.1372843811821078,1.2914337661636384,1.0888993826444773,1.1699931501689347,0.7110081703309636,1.0,1.0,1.0,1.0,1.0,1.0
2005-02-28,0.777660059015951,1.0228698053000969,2.2066785799835387,1.0728633268221677,0.9729448783779073,1.1134285465262084,1.208258008076627,1.1840335191055034,1.3550410354081004,1.1365502681758943,1.209625053644668,0.7220095749679512,1.0,1.0,1.0,1.0,1.0,1.0
2005-03-31,0.7718721787525211,1.0360142073535137,2.156320909575879,1.0562623182377062,0.9521569500806804,1.1178006425641454,1.1958107683128576,1.201783221268547,1.328207566731535,1.1428950138402245,1.194553846828975,0.709482888996001,1.0,1.0,0.9842166843078957,1.0,0.9771794266439857,1.0
2005-04-30,0.7437728121043552,0.9952680090472941,2.0654337976664907,1.0152263150450895,0.9058242702102801,1.0931813194894748,1.1406511431609632,1.1783587645295996,1.2866924950925391,1.1385465823237593,1.1462737004087629,0.6896086725964432,1.0,1.0,0.9444049467767749,1.0,0.9359921360554005,1.0
2005-05-31,0.7375627839463555,1.0099007128330624,2.1225031620189774,1.0366296897033265,0.9162185602352305,1.1611938965063182,1.1592712797745202,1.2573847501893474,1.284080437201565,1.1918710888572317,1.164393508672093,0.7090300151717182,1.0,1.0,0.9544916778978719,1.0,0.9618542461380174,1.0
2005-06-30,0.7380781322196903,1.0433518579508256,2.177287045737252,1.0773987774427414,0.9346157900476287,1.2051670119585551,1.1852928354041574,1.307976679656392,1.2833502899424405,1.2293204835614429,1.1572300760496692,0.725640565299492,1.0,1.0,0.9638705434136465,1.0,0.9866806455127207,1.0
2005-07-31,0.7592844100721893,1.0648684126941752,2.213655644945414,1.0771935137200932,1.0139824559049488,1.2927629694722211,1.2719381664777671,1.38758667459636,1.3864868982546565,1.3106744507294692,1.2263434920282748,0.7451747598201226,1.0,1.0,1.016752484637546,1.0,1.00316179484641,1.0
2005-08-31,0.7949913238945343,1.1260968643524563,2.264904618017082,1.09301446428778,1.0005123791086952,1.294357150578832,1.246001122754643,1.3794356275046251,1.3692501399104207,1.3137478601075776,1.245048328754284,0.7464513717075741,1.0,1.0,1.0255522381650706,1.0,1.0263862796157552,1.0
2005-09-30,0.8641514851511463,1.2659322209291537,2.3421240376416192,1.1441776786248155,1.0179142981222218,1.3525058971863715,1.2760732578915677,1.450706540550763,1.4290782457252096,1.4083872378597204,1.2545173231737636,0.765043990660459,1.0,1.0,1.06261236532162,1.0,1.0613797853872724,1.0
2005-10-31,0.8582429993254578,1.3030170578741795,2.2047430518125655,1.1024210615695946,0.9739999341732242,1.3346197012699006,1.2034777113323485,1.4115769698135474,1.4106701846647258,1.4324780062485167,1.2036446523784614,0.743023528709635,1.0,1.0,1.0235007033779937,1.0,0.9991228771654693,1.0
2005-11-30,0.9121578907122123,1.3931907678605326,2.3102073969528223,1.1428702619623246,1.020074704333129,1.4045038704254902,1.2486827911669445,1.4717383166173044,1.4869193014371447,1.5226740447041833,1.247442511084081,0.7617071786255649,1.0,1.0,1.0723256638946184,1.0,1.0469161290223137,1.0
2005-12-31,1.009323400580578,1.5141479096357862,2.4004617951868625,1.1735616729174123,1.0817595661265706,1.4738199302512889,1.3182686279269518,1.5373913390900047,1.5635717786248733,1.5888929271329923,1.3161534233759589,0.7902870817948338,1.0,1.0,1.1372739797568927,1.0,1.087816692907206,1.0
2006-01-31,1.0212209498910612,1.5726289716054365,2.4582291999913846,1.2149035610967422,1.124673315016531,1.5719391739653406,1.3577694773761246,1.6248207118240163,1.58278211673015,1.6650878309302444,1.327580838067426,0.803515037070161,1.0,1.0,1.1600759095178457,1.0,1.1139951338131546,1.0
2006-02-28,0.9923022405573674,1.5307088519994971,2.4303988770607865,1.2262481242360828,1.1698537310068333,1.642176034474598,1.3863252658338947,1.6663203016072992,1.61737521917906,1.7255838038993663,1.3531406192464157,0.8179914942523112,1.0,1.0,1.169843847690627,1.0,1.1013832730813549,1.0
2006-03-31,1.041136126963907,1.6138515358766081,2.5710189860822483,1.280100361530238,1.2312293084652666,1.7147737759610113,1.4742367523790325,1.7582299629937215,1.6895770923521458,1.7991167067513776,1.4199386333380963,0.8446585719055254,1.0,1.0,1.2315622019926804,1.0,1.1651080539792193,1.0
2006-04-30,1.080501967167568,1.6083819361191176,2.738783788039805,1.3172310164207808,1.2910227548015976,1.7498859763255912,1.5363328838503656,1.7829034393630987,1.8102907969259832,1.8612095378725746,1.5128936664596062,0.8489743739801696,1.0,1.0,1.3008905634458316,1.0,1.241133988829599,1.0
2006-05-31,0.9700690625036482,1.4966728688437168,2.5367484142563446,1.2637782267354627,1.216862448743647,1.6859837369901398,1.4643670899395431,1.7366951165628102,1.691517243800972,1.7887223219857866,1.4228543403389604,0.8083059489737178,1.0,1.0,1.2116705376224068,1.0,1.1495776672084557,1.0
2006-06-30,0.9627773880136652,1.511315544377473,2.6275696167681293,1.2884802921860963,1.2114226820840677,1.696946084088241,1.4838334030421558,1.7788372365001872,1.6785883449685388,1.811592283508353,1.4519815760141783,0.8226234702326732,1.0,1.0,1.2237125839730094,1.0,1.1907350896512212,1.0
2006-07-31,0.946772219370463,1.499853627869674,2.630847232602701,1.2747405024209848,1.2277900244590914,1.7245406825702991,1.5135604708532173,1.8193670668346282,1.7364368459749093,1.8951205851724928,1.5110915409083645,0.8318545399285937,1.0,1.0,1.2426868087990812,1.0,1.1922204060286503,1.0
2006-08-31,0.9749669522924302,1.572660462989038,2.689047702692557,1.319838960794516,1.252804406503665,1.794242502997822,1.5516169949869925,1.9015803018436577,1.7677567321755945,1.9812851101612112,1.5141601070738724,0.836535935864512,1.0,1.0,1.266648630182551,1.0,1.21859509902553,1.0
2006-09-30,0.9542992898682185,1.5689861439715924,2.7231932924256785,1.339340470827849,1.2816543349718406,1.8729971819322355,1.5646662404093823,1.9572487079144503,1.822037886760316,2.0973307663093688,1.5349300368636944,0.8491876468995576,1.0,1.0,1.2804042982198907,1.0,1.234068847691444,1.0
2006-10-31,0.9705137832765055,1.588415142545708,2.9165679000400164,1.402601947435095,1.3561303717726798,1.9639450551086202,1.6325934052248885,2.0235236880292633,1.9012794792827796,2.1803712261048176,1.6091705859416305,0.8712665992660218,1.0,1.0,1.3410930860426447,1.0,1.3217003719960758,1.0
2006-11-30,0.962057591781951,1.5839996769310731,3.0383956907646543,1.438094432649495,1.3971675453541255,1.9977063903637973,1.682428524234657,2.05884470467313,1.9344782222718047,2.2068856096528164,1.648211474339043,0.866316321075251,1.0,1.0,1.371843561539718,1.0,1.3769090425427155,1.0
2006-12-31,0.981884696059764,1.6670654790268984,3.1409362087713557,1.4930222233301014,1.4402782990596448,2.114472856034011,1.7293838690608256,2.173118218345521,1.970847663290359,2.3421897342955917,1.7005693313121086,0.8928088915493922,1.0,1.0,1.4094834177072317,1.0,1.4233773043624618,1.0
2007-01-31,1.0052612330376092,1.7163881987099157,3.2028141219772785,1.5217953358800995,1.4994299167392837,2.210549973400931,1.7598828360989578,2.2209355649813967,2.05937732391246,2.476816221369137,1.697881922908491,0.8882390857131571,1.0,1.0,1.4421382750464564,1.0,1.4514185033695162,1.0
2007-02-28,1.0497309188172292,1.7529455334657447,3.300704621503567,1.5473129305229811,1.5080571563065712,2.2185422711269975,1.763784141312024,2.221110226156107,2.0258138192184387,2.4313583981415126,1.6850822586377672,0.8837032155639827,1.0,1.0,1.4577495669858815,1.0,1.4957795174357418,1.0
2007-03-31,1.019175358121387,1.7353414939519878,3.562135045313514,1.6008623719371766,1.5899824346634022,2.3171209839475937,1.8567342793957613,2.3161920117127033,2.102268565738403,2.5492232855258217,1.7755681692793626,0.9093894416561493,1.0,1.0,1.5184441820034171,1.0,1.6142518795556011,1.0
2007-04-30,0.993985778164157,1.7271501955933144,3.662030753400373,1.648214862310392,1.6759960082856749,2.4652767656841443,1.9444609906687216,2.448424031418503,2.2119060105201642,2.7390399496521254,1.8136687031091425,0.9273337847203118,1.0,1.0,1.5608199087836836,1.0,1.6595215935017094,1.0
2007-05-31,1.005646684127581,1.7821842833000048,3.8454067602316577,1.6945808602633785,1.7491985183239822,2.615516819758715,2.013943381193332,2.5781879267315597,2.218079481226921,2.814902562788428,1.8626051589762493,0.9476808961312773,1.0,1.0,1.6050307341157544,1.0,1.7426220543004236,1.0
2007-06-30,1.026969174277629,1.8081605353447958,3.964322815281377,1.6924267307526273,1.8007489937084538,2.6581573139939145,2.0703726663806865,2.6164773255613936,2.2146444061414923,2.7922278467479176,1.886358166127539,0.9327797638763776,1.0201368433396354,1.0034465795745517,1.6369940936426781,1.0020163623162135,1.7965112142933604,0.991944759886094
2007-07-31,1.0254324298951543,1.7388632048279473,3.7215442634027767,1.6625240718822507,1.7191198064387336,2.5821164822161897,1.960342212647997,2.521182211236391,2.145308080231603,2.7370084021748364,1.7986619989985944,0.8976151543633011,0.9794995297789588,0.9735947338731431,1.571814055899249,0.9730991298420324,1.6864913164791477,0.9642437297036248
2007-08-31,0.9834991891169269,1.6480597202615008,3.846633236811432,1.679884868476079,1.7483938530157126,2.594518128509641,1.9656754648581072,2.4972182809573895,2.1628290751754764,2.759538398381919,1.8020241975654052,0.892608322029972,0.9831733663468079,0.9664832660131532,1.5774735890747449,0.9673775338994642,1.7431778563963423,0.9655489245461704
2007-09-30,0.9858687599853475,1.6689376740247444,4.312066419615618,1.7696917846193922,1.8260261267550293,2.6732400366098035,2.017578392989623,2.5280444567469122,2.1934506925946047,2.8143440780218283,1.8502052198252918,0.9008935136081757,1.0216988262464621,0.9887053985981624,1.6411766710751892,0.9916816853742079,1.9540980996189223,0.9857758772140072
2007-10-31,1.0366170472580398,1.6855715151356363,4.437257846841278,1.821372676885815,1.9327170200489636,2.7699730983340607,2.139729199785954,2.6248712514132047,2.3417041483726515,2.919292629866476,1.954789320207616,0.9361942653933161,1.0768015175685905,1.0200360825978025,1.7294510276415533,1.023502359917375,2.0108310685076645,1.0224809428286838
2007-11-30,0.9681406975585081,1.5973083737550569,4.161908161184456,1.7515796917155626,1.870974133183842,2.72869816715146,2.0616583024605712,2.5738410590003986,2.2172470014679524,2.847900773377426,1.8223813603673586,0.8922588563479289,1.0198338164631786,0.9866452563276095,1.636498301615905,0.9889861011568678,1.8860509178529754,1.0072451159622942
2007-12-31,0.9764897443597896,1.5431428192414447,4.123149431155817,1.705842638110989,1.9191233564333643,2.79076503561175,2.062430437873953,2.5671121198756865,2.240636066283084,2.813361994829351,1.780473197487668,0.8862925181574781,1.0220388246198153,0.9769916918390388,1.6383908582834517,0.9781101406347144,1.8684866335116967,1.0150539307420232
